Date,Open,High,Low,Close,Adj Close,Volume
2019-12-23,14.756000,14.790000,14.674000,14.720000,13.982279,8469794
2019-12-27,14.758000,14.758000,14.612000,14.716000,13.978478,5591396
2019-12-30,14.732000,14.746000,14.570000,14.570000,13.839796,5774093
2020-01-02,14.598000,14.668000,14.534000,14.610000,13.877791,9435019
2020-01-03,14.570000,14.628000,14.518000,14.614000,13.881591,9232877
2020-01-06,14.580000,14.612000,14.464000,14.578000,13.847395,7337533
2020-01-07,14.576000,14.722000,14.574000,14.606000,13.873992,9646934
2020-01-08,14.564000,14.606000,14.470000,14.548000,13.818899,10757370
2020-01-09,14.610000,14.876000,14.606000,14.850000,14.105763,14510060
2020-01-10,14.818000,14.862000,14.748000,14.762000,14.022174,7884365
2020-01-13,14.820000,14.824000,14.624000,14.652000,13.917686,8384403
2020-01-14,14.642000,14.658000,14.540000,14.640000,13.906288,8657045
2020-01-15,14.668000,14.710000,14.582000,14.680000,13.944283,7501201
2020-01-16,14.674000,14.712000,14.628000,14.696000,13.959481,6333041
2020-01-17,14.718000,14.744000,14.650000,14.680000,13.944283,9930537
2020-01-20,14.630000,14.782000,14.512000,14.760000,14.020274,6888096
2020-01-21,14.708000,14.852000,14.670000,14.832000,14.088665,8318716
2020-01-22,14.924000,14.962000,14.828000,14.868000,14.122861,8317278
2020-01-23,14.848000,14.848000,14.660000,14.668000,13.932885,9570257
2020-01-24,14.672000,14.830000,14.666000,14.800000,14.058270,7880248
2020-01-27,14.726000,14.778000,14.562000,14.564000,13.834097,9635192
2020-01-28,14.650000,14.932000,14.632000,14.910000,14.162756,11638999
2020-01-29,14.868000,14.944000,14.818000,14.858000,14.113362,7517399
2020-01-30,14.688000,14.748000,14.610000,14.678000,13.942384,11617733
2020-01-31,14.676000,14.764000,14.590000,14.606000,13.873992,11378907
2020-02-03,14.678000,14.702000,14.590000,14.638000,13.904387,8341657
2020-02-04,14.684000,14.736000,14.632000,14.674000,13.938583,8422039
2020-02-05,14.648000,14.730000,14.616000,14.730000,13.991776,9254510
2020-02-06,14.748000,14.946000,14.720000,14.848000,14.103863,7640151
2020-02-07,14.822000,14.948000,14.816000,14.902000,14.155157,7507806
2020-02-10,14.934000,14.944000,14.804000,14.864000,14.119061,5854479
2020-02-11,15.450000,15.544000,15.338000,15.422000,14.649096,25566634
2020-02-12,15.454000,15.648000,15.438000,15.612000,14.829575,14988169
2020-02-13,15.512000,15.612000,15.362000,15.560000,14.780181,12786034
2020-02-14,15.534000,15.692000,15.534000,15.630000,14.846672,8102383
2020-02-17,15.676000,15.732000,15.640000,15.678000,14.892267,5682800
2020-02-18,15.590000,15.910000,15.580000,15.890000,15.093642,11333575
2020-02-19,16.150000,16.615999,16.122000,16.549999,15.720564,24154334
2020-02-20,16.549999,16.747999,16.486000,16.625999,15.792755,13116257
2020-02-21,16.600000,16.634001,16.400000,16.500000,15.673070,16814487
2020-02-24,16.233999,16.396000,16.087999,16.160000,15.350110,17975950
2020-02-25,16.260000,16.270000,15.712000,15.782000,14.991054,17576512
2020-02-26,15.804000,15.848000,15.486000,15.736000,14.947360,19234654
2020-02-27,15.500000,15.652000,15.238000,15.324000,14.556008,24573629
2020-02-28,14.980000,15.146000,14.560000,14.756000,14.016474,36292177
2020-03-02,14.764000,15.090000,14.442000,14.736000,13.997477,23089669
2020-03-03,14.950000,15.080000,14.704000,14.766000,14.025972,24369814
2020-03-04,14.774000,15.036000,14.662000,15.036000,14.282442,17248629
2020-03-05,15.104000,15.152000,14.826000,14.974000,14.223549,14853864
2020-03-06,14.830000,14.912000,14.502000,14.632000,13.898688,22127577
2020-03-09,14.038000,14.136000,13.620000,13.662000,12.977302,36334539
2020-03-10,13.784000,13.916000,13.058000,13.082000,12.426370,34779537
2020-03-11,13.200000,13.452000,12.870000,12.932000,12.283888,25851639
2020-03-12,12.312000,12.424000,11.162000,11.554000,10.974949,47355263
2020-03-13,11.996000,12.394000,11.320000,11.520000,10.942653,32959263
2020-03-16,11.090000,11.258000,10.406000,10.942000,10.393620,36811536
2020-03-17,11.328000,11.670000,10.502000,11.442000,10.868562,28947423
2020-03-18,11.100000,11.700000,10.742000,10.832000,10.289133,31849359
2020-03-19,10.954000,11.794000,10.824000,11.538000,10.959751,31606779
2020-03-20,12.058000,12.474000,11.730000,12.086000,11.480287,45811631
2020-03-23,11.724000,12.016000,11.430000,11.462000,10.887559,26546345
2020-03-24,11.836000,12.034000,11.618000,12.034000,11.430893,24593524
2020-03-25,12.312000,12.348000,11.342000,11.990000,11.389097,25924784
2020-03-26,11.782000,11.972000,11.406000,11.972000,11.372000,22545943
2020-03-27,11.680000,11.954000,11.528000,11.702000,11.702000,19980194
2020-03-30,11.810000,12.016000,11.638000,11.986000,11.986000,16038883
2020-03-31,12.212000,12.228000,11.668000,11.814000,11.814000,19526969
2020-04-01,11.525000,11.855000,11.460000,11.520000,11.520000,16196604
2020-04-02,11.600000,11.890000,11.300000,11.650000,11.650000,16096682
2020-04-03,11.640000,11.720000,11.510000,11.640000,11.640000,10640646
2020-04-06,11.940000,12.225000,11.875000,12.185000,12.185000,14335620
