Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,42.279999,43.200001,42.209999,42.950001,41.075611,23833500
2019-01-03,42.299999,42.410000,40.959999,41.070000,39.581779,29606700
2019-01-04,41.849998,43.000000,41.529999,42.919998,41.364738,27515000
2019-01-07,42.860001,43.650002,42.759998,43.209999,41.644226,19488100
2019-01-08,43.570000,43.939999,43.099998,43.560001,41.981548,22071400
2019-01-09,43.869999,43.869999,43.169998,43.320000,41.750244,22640000
2019-01-10,43.110001,43.290001,42.580002,43.240002,41.673149,23277600
2019-01-11,43.110001,43.540001,42.889999,43.490002,41.914085,17378400
2019-01-14,43.080002,43.389999,43.000000,43.209999,41.644226,16243600
2019-01-15,43.330002,44.040001,43.150002,44.020000,42.424881,17744100
2019-01-16,44.119999,44.240002,43.759998,43.959999,42.367050,17262500
2019-01-17,43.869999,44.529999,43.799999,44.209999,42.607994,18826200
2019-01-18,44.480000,45.349998,44.310001,45.029999,43.398277,24416500
2019-01-22,44.880001,45.240002,44.380001,44.779999,43.157337,21338400
2019-01-23,45.139999,45.880001,45.020000,45.459999,43.812695,24770400
2019-01-24,45.630001,45.750000,45.230000,45.610001,43.957268,17360600
2019-01-25,46.119999,46.660000,45.950001,46.130001,44.458420,24196600
2019-01-28,45.730000,45.770000,45.230000,45.750000,44.092194,18296700
2019-01-29,45.810001,46.049999,45.650002,45.959999,44.294582,14470100
2019-01-30,45.939999,46.930000,45.919998,46.709999,45.017403,18329300
2019-01-31,46.720001,47.380001,46.520000,47.290001,45.576389,23693600
2019-02-01,47.369999,47.560001,47.049999,47.340000,45.624577,16266500
2019-02-04,47.220001,47.470001,47.119999,47.349998,45.634209,15743100
2019-02-05,47.419998,47.459999,47.080002,47.259998,45.547474,16946300
2019-02-06,47.119999,47.590000,46.950001,47.480000,45.759506,18160500
2019-02-07,47.189999,47.320000,46.490002,46.700001,45.007771,20331200
2019-02-08,46.400002,47.200001,46.299999,47.189999,45.480007,18407100
2019-02-11,47.340000,47.709999,47.130001,47.580002,45.855881,19363600
2019-02-12,47.270000,48.150002,47.160000,47.889999,46.154648,23909200
2019-02-13,47.860001,47.950001,47.119999,47.500000,45.778782,28325600
2019-02-14,48.849998,49.680000,48.340000,48.400002,46.646164,47598600
2019-02-15,48.830002,49.590000,48.439999,49.430000,47.638844,30189600
2019-02-19,49.200001,49.930000,49.200001,49.650002,47.850872,20204500
2019-02-20,49.700001,49.799999,49.349998,49.630001,47.831596,17550900
2019-02-21,49.540001,49.720001,49.200001,49.410000,47.619568,17120600
2019-02-22,49.700001,50.220001,49.580002,50.110001,48.294205,22008100
2019-02-25,50.340000,51.000000,50.340000,50.790001,48.949562,24264300
2019-02-26,50.509998,51.410000,50.480000,51.180000,49.325428,19382500
2019-02-27,51.209999,51.650002,50.889999,51.590000,49.720570,19940900
2019-02-28,51.549999,51.959999,51.349998,51.770000,49.894051,30708500
2019-03-01,52.000000,52.090000,51.270000,51.410000,49.547096,23683700
2019-03-04,51.650002,51.919998,50.630001,51.160000,49.306156,18725900
2019-03-05,51.119999,51.509998,50.970001,51.299999,49.441078,14994200
2019-03-06,51.369999,51.790001,50.919998,51.669998,49.797668,19686900
2019-03-07,51.549999,51.970001,51.209999,51.290001,49.431442,22209200
2019-03-08,50.720001,51.130001,50.509998,51.070000,49.219414,18182200
2019-03-11,51.139999,52.090000,51.099998,51.919998,50.038612,17859300
2019-03-12,52.009998,52.279999,51.680000,52.150002,50.260281,19485300
2019-03-13,52.410000,52.860001,52.139999,52.590000,50.684338,20568000
