Date,Open,High,Low,Close,Adj Close,Volume,sentiment_score
2019-12-19,154.000000,155.770004,153.750000,155.710007,155.285858,24958900,0.193275
2019-12-20,157.350006,158.490005,156.289993,157.410004,156.981232,53477500,0.177033333333333
2019-12-23,158.119995,158.119995,157.270004,157.410004,156.981232,17718200,0.327744444444444
2019-12-24,157.479996,157.710007,157.119995,157.380005,156.951309,8989200,0.02605
2019-12-26,157.559998,158.729996,157.399994,158.669998,158.237793,14520600,0.151171428571429
2019-12-27,159.449997,159.550003,158.220001,158.960007,158.527008,18412800,0.144429411764706
2019-12-30,158.990005,159.020004,156.729996,157.589996,157.160736,16348400,0.4503
2019-12-31,156.770004,157.770004,156.449997,157.699997,157.270432,18369400,0.39304
2020-01-02,158.779999,160.729996,158.330002,160.619995,160.182480,22622100,0.27675
2020-01-03,158.320007,159.949997,158.059998,158.619995,158.187927,21116200,0.40614
2020-01-06,157.080002,159.100006,156.509995,159.029999,158.596817,20813700,0.631842857142857
2020-01-07,159.320007,159.669998,157.320007,157.580002,157.150772,21634100,0.442
2020-01-08,158.929993,160.800003,157.949997,160.089996,159.653915,27746500,0.575433333333333
2020-01-09,161.839996,162.220001,161.029999,162.089996,161.648468,21385000,0.2553
2020-01-10,162.820007,163.220001,161.179993,161.339996,160.900513,20725900,0.296
2020-01-13,161.759995,163.309998,161.259995,163.279999,162.835236,21626500,0.765
2020-01-14,163.389999,163.600006,161.720001,162.130005,161.688370,23477400,0
2020-01-15,162.619995,163.940002,162.570007,163.179993,162.735504,21417900,0.7755
2020-01-16,164.350006,166.240005,164.029999,166.169998,165.717361,23865400,0.6173
2020-01-17,167.419998,167.470001,165.429993,167.100006,166.644836,34371700,0.2997
2020-01-21,166.679993,168.190002,166.429993,166.500000,166.046463,29517200,0.0334666666666667
2020-01-22,167.399994,167.490005,165.679993,165.699997,165.248642,24138800,0.7902
2020-01-23,166.190002,166.800003,165.270004,166.720001,166.265869,19680800,0.2327
2020-01-24,167.509995,167.529999,164.449997,165.039993,164.590439,24918100,0
2020-01-27,161.149994,163.380005,160.199997,162.279999,161.837952,32078100,0.4329
2020-01-28,163.779999,165.759995,163.070007,165.460007,165.009308,24899900,0
2020-01-29,167.839996,168.750000,165.690002,168.039993,167.582260,34754500,0.5917
2020-01-30,174.050003,174.050003,170.789993,172.779999,172.309357,51597500,-0.0516
2020-01-31,172.210007,172.399994,169.580002,170.229996,169.766296,36142700,0.5035
2020-02-03,170.429993,174.500000,170.399994,174.380005,173.904999,30149100,0.280625
2020-02-04,177.139999,180.639999,176.309998,180.119995,179.629364,36433300,0.3251
2020-02-05,184.029999,184.199997,178.410004,179.899994,179.409958,39186300,0.4025
2020-02-06,180.970001,183.820007,180.059998,183.630005,183.129807,27751400,0.4477
2020-02-07,182.850006,185.630005,182.479996,183.889999,183.389099,33529100,0.381466666666667
2020-02-10,183.580002,188.839996,183.250000,188.699997,188.185989,35844300,-0.0754333333333333
2020-02-11,190.649994,190.699997,183.500000,184.440002,183.937607,53159900,0.361025
2020-02-12,185.580002,185.850006,181.850006,184.710007,184.206863,47062900,0.21075
2020-02-13,183.080002,186.229996,182.869995,183.710007,183.209595,35295800,0.0334916666666667
2020-02-14,183.250000,185.410004,182.649994,185.350006,184.845123,23149500,0.518733333333333
2020-02-18,185.610001,187.699997,185.500000,187.229996,186.720001,27792200,0.608666666666667
2020-02-19,188.059998,188.179993,186.470001,187.279999,187.279999,29997500,0.4392
2020-02-20,186.949997,187.250000,181.100006,184.419998,184.419998,36862400,-0.125
2020-02-21,183.169998,183.500000,177.250000,178.589996,178.589996,48572600,0.22485
2020-02-24,167.770004,174.550003,163.229996,170.889999,170.889999,68311100,0.0609
2020-02-25,174.199997,174.839996,167.649994,168.070007,168.070007,68073300,0.2023
2020-02-26,169.710007,173.259995,168.210007,170.169998,170.169998,56206100,-0.210125
2020-02-27,163.320007,167.029999,157.979996,158.179993,158.179993,93174900,0.174138461538462
2020-02-28,152.410004,163.710007,152.000000,162.009995,162.009995,97073600,0.3276
2020-03-02,165.309998,172.919998,162.309998,172.789993,172.789993,71030800,0.414566666666667
2020-03-03,173.800003,175.000000,162.259995,164.509995,164.509995,71677000,0.21558
2020-03-04,168.490005,170.699997,165.619995,170.550003,170.550003,49814400,0.447775
2020-03-05,166.050003,170.869995,165.690002,166.270004,166.270004,47817300,0.387966666666667
2020-03-06,162.610001,163.110001,156.000000,161.570007,161.570007,72821100,0.8516
2020-03-09,151.000000,157.750000,150.000000,150.619995,150.619995,70419300,0.5195
2020-03-10,158.160004,161.029999,152.580002,160.919998,160.919998,65354400,0.148
2020-03-11,157.130005,157.699997,151.149994,153.630005,153.630005,56371600,0.247666666666667
2020-03-12,145.300003,153.470001,138.580002,139.059998,139.059998,93226400,0.5423
2020-03-13,147.500000,161.910004,140.729996,158.830002,158.830002,92727400,0.210725
2020-03-16,140.000000,149.350006,135.000000,135.419998,135.419998,87905900,0.1806
2020-03-17,140.000000,147.500000,135.000000,146.570007,146.570007,81059800,0.662666666666667
2020-03-18,138.000000,146.000000,135.020004,140.399994,140.399994,81593200,0
2020-03-19,142.770004,150.149994,139.000000,142.710007,142.710007,85922700,0
2020-03-20,146.000000,147.100006,135.860001,137.350006,137.350006,84866200,0.5859
2020-03-23,137.009995,140.570007,132.520004,135.979996,135.979996,78975200,0
2020-03-24,143.750000,149.600006,141.270004,148.339996,148.339996,82516700,0.25
2020-03-25,148.910004,154.330002,144.440002,146.919998,146.919998,75638200,0.3062
2020-03-26,148.399994,156.660004,148.369995,156.110001,156.110001,64568100,0.6597
