Date,Open,High,Low,Close,Adj Close,Volume,sentiment_score
2019-12-23,150.399994,152.000000,149.779999,150.419998,150.419998,939200,0.172233333333333
2019-12-24,150.630005,153.009995,150.020004,151.820007,151.820007,1008000,0.361971428571429
2019-12-26,151.889999,153.179993,151.050003,152.520004,152.520004,752700,0.6303
2019-12-27,152.619995,154.000000,152.509995,153.169998,153.169998,920700,0.1502625
2019-12-30,153.179993,153.490005,149.669998,149.809998,149.809998,1038100,0.1806
2019-12-31,149.119995,150.210007,147.550003,149.550003,149.550003,769300,0.17
2020-01-02,151.000000,152.800003,149.610001,151.619995,151.619995,662600,0.4094
2020-01-03,149.500000,153.589996,149.500000,152.500000,152.500000,1018400,0.28595
2020-01-06,151.490005,157.000000,150.350006,156.720001,156.720001,1311900,0.185219047619048
2020-01-07,156.699997,157.850006,155.009995,156.020004,156.020004,876700,0.201175
2020-01-08,156.330002,159.479996,155.339996,158.779999,158.779999,974500,0.2149
2020-01-09,157.839996,159.979996,157.110001,157.740005,157.740005,1630600,0.260583333333333
2020-01-10,157.740005,158.660004,154.899994,156.039993,156.039993,1046400,0.2418
2020-01-13,152.199997,154.115005,150.264999,150.869995,150.869995,1880900,0.0905272727272727
2020-01-14,151.619995,152.130005,148.220001,149.399994,149.399994,1048000,0.4343
2020-01-15,149.389999,152.820007,149.354996,152.449997,152.449997,1037400,0.0933
2020-01-16,153.350006,153.350006,150.270004,151.839996,151.839996,701300,0.31428
2020-01-17,152.080002,152.649994,146.619995,148.339996,148.339996,1314900,0.16161724137931
2020-01-21,147.500000,149.440002,145.714996,148.949997,148.949997,1743900,0.240186666666667
2020-01-22,150.000000,152.929993,147.029999,148.119995,148.119995,1718700,0.0610333333333333
2020-01-23,148.000000,150.949997,147.639999,148.970001,148.970001,1102100,0.4654
2020-01-24,149.350006,150.210007,145.899994,146.630005,146.630005,1164800,0.378125
2020-01-27,143.100006,145.380005,141.500000,144.339996,144.339996,1003900,0.17307
2020-01-28,145.000000,145.595001,143.059998,144.300003,144.300003,791400,0.173708695652174
2020-01-29,144.940002,144.940002,141.419998,141.570007,141.570007,1215200,0.252985714285714
2020-01-30,140.149994,142.970001,140.000000,142.710007,142.710007,886600,0.330666666666667
2020-01-31,143.000000,143.020004,140.100006,141.300003,141.300003,1501100,0.254588888888889
2020-02-03,141.729996,146.570007,141.500000,146.500000,146.500000,1894500,0.0103111111111111
2020-02-04,149.050003,156.000000,148.647003,154.309998,154.309998,3152600,0.0884428571428571
2020-02-05,150.000000,152.000000,145.360001,147.000000,147.000000,4159800,0.388928571428571
2020-02-06,146.619995,154.550003,145.600006,154.369995,154.369995,2341700,-0.16275
2020-02-07,152.789993,155.000000,150.710007,154.550003,154.550003,2110600,0.103375
2020-02-10,152.630005,154.289993,147.899994,148.330002,148.330002,1794700,0.343566666666667
2020-02-11,149.350006,150.979996,145.020004,145.770004,145.770004,1527900,0.175626315789474
2020-02-12,146.160004,147.440002,144.169998,147.080002,147.080002,1224000,0.297
2020-02-13,146.889999,146.889999,141.300003,141.500000,141.500000,1591000,0.267175
2020-02-14,142.720001,144.460007,140.850006,141.000000,141.000000,1288100,0.08086
2020-02-18,141.500000,145.130005,140.899994,144.630005,144.630005,1480200,0.1523
2020-02-19,145.570007,146.339996,143.000000,143.360001,143.360001,1051800,0.16114347826087
2020-02-20,143.350006,148.179993,142.179993,147.860001,147.860001,1442600,-0.0986666666666667
2020-02-21,146.759995,147.100006,143.059998,146.949997,146.949997,1170700,0.206425
2020-02-24,140.479996,146.699997,139.130997,145.330002,145.330002,1382100,0.263333333333333
2020-02-25,146.830002,147.949997,141.210007,141.800003,141.800003,2049200,0.153728571428571
2020-02-26,140.919998,144.580002,140.389999,140.490005,140.490005,1502900,0.13485
2020-02-27,137.009995,140.179993,134.500000,134.509995,134.509995,1826300,0.13826
2020-02-28,131.059998,137.550003,129.639999,137.119995,137.119995,1912800,0.13618
2020-03-02,137.979996,139.789993,134.610001,139.339996,139.339996,1001700,0.27465
2020-03-03,139.429993,142.330002,136.089996,137.160004,137.160004,964900,0.2250375
2020-03-04,139.000000,144.330002,137.229996,144.250000,144.250000,1336000,0.12174
2020-03-05,141.740005,149.350006,140.270004,148.080002,148.080002,1501600,0.182366666666667
2020-03-06,145.250000,146.990005,141.570007,145.139999,145.139999,1311500,0.313842857142857
2020-03-09,136.929993,145.669998,134.000000,139.779999,139.779999,1361700,0.0752125
2020-03-10,141.759995,142.720001,133.190002,141.899994,141.899994,1359000,0.228441666666667
2020-03-11,139.080002,140.809998,133.475006,135.059998,135.059998,905500,-0.1523
2020-03-12,125.430000,129.880005,116.482002,126.989998,126.989998,1836600,0.0709428571428572
2020-03-13,133.009995,133.009995,121.010002,131.559998,131.559998,1439600,0.214875
2020-03-16,118.529999,123.889999,109.180000,117.639999,117.639999,1736000,0.202175
2020-03-17,118.309998,119.839996,111.150002,118.870003,118.870003,2493000,0.27444
2020-03-18,111.000000,122.610001,110.970001,121.239998,121.239998,1991000,0.138023529411765
2020-03-19,119.830002,140.360001,117.739998,129.130005,129.130005,2504100,0.2353
2020-03-20,129.389999,129.690002,119.000000,124.360001,124.360001,3669100,0.396625
2020-03-23,123.410004,123.410004,113.580002,118.180000,118.180000,2209200,0.4588
2020-03-24,125.000000,133.949997,123.117996,129.690002,129.690002,2680900,0.11988
2020-03-25,130.039993,131.500000,122.320000,124.230003,124.230003,1994700,0.139992857142857
2020-03-26,124.089996,127.989998,122.605003,126.809998,126.809998,1125600,0.132675
2020-03-27,122.480003,126.379997,121.500000,122.540001,122.540001,1094200,0.0114777777777778
2020-03-30,124.400002,126.984001,120.029999,121.430000,121.430000,1356600,0.281733333333333
2020-03-31,122.000000,125.900002,120.010002,121.440002,121.440002,1763600,0.00337500000000002
2020-04-01,119.809998,124.470001,116.300003,121.610001,121.610001,1718100,0.15002
2020-04-02,120.690002,125.410004,119.260002,121.910004,121.910004,739500,0.1806
2020-04-03,122.099998,123.300003,119.375000,122.120003,122.120003,871700,-0.4767
2020-04-06,120.889999,123.470001,116.000000,122.519997,122.519997,2315000,0.0953833333333333
